CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AggregateRate,Year
713,Germany,Male,40.0,3,114446.84,2,1,1,,0,1.26,2023
711,Spain,Male,37.0,2,0.0,2,1,0,,1,0.84,2023
669,France,Male,25.0,1,157848.53,1,0,0,,1,0.42,2023
686,Spain,Male,41.0,7,102749.72,1,0,1,,0,2.94,2023
629,Spain,Male,36.0,1,161757.87,2,1,1,,0,0.42,2023
823,France,Male,38.0,1,0.0,2,1,0,,0,0.42,2023
555,France,Male,37.0,9,124969.13,1,1,0,,0,3.78,2023
647,Germany,Male,44.0,4,93960.35,1,1,0,,1,1.68,2023
452,France,Male,30.0,7,112935.87,1,1,1,,0,2.94,2023
552,France,Male,33.0,5,140931.57,1,0,1,,0,2.1,2023
691,France,Male,38.0,7,0.0,2,0,0,,0,2.94,2023
739,France,Male,41.0,5,0.0,2,0,0,,0,2.1,2023
829,France,Male,38.0,9,0.0,2,1,0,,0,3.78,2023
579,Germany,Male,31.0,2,90547.48,2,1,1,,0,0.84,2023
510,France,Male,32.0,9,103324.78,1,1,1,,0,3.78,2023
531,France,Male,29.0,3,114590.58,1,0,0,,0,1.26,2023
633,Spain,Male,32.0,5,163340.12,2,1,1,,0,2.1,2023
714,Spain,Male,45.0,8,150900.29,2,0,1,,0,3.36,2023
604,Spain,Male,23.0,9,124577.33,1,1,1,,0,3.78,2023
630,Spain,Male,35.0,1,0.0,2,0,0,,0,0.42,2023
770,Germany,Male,45.0,4,110765.68,1,1,0,,1,1.68,2023
569,Germany,Male,25.0,9,173459.45,2,1,1,,0,3.78,2023
725,Germany,Male,45.0,8,116917.07,1,0,0,,1,3.36,2023
506,France,Male,37.0,5,0.0,2,1,1,,0,2.1,2023
620,France,Male,22.0,0,0.0,1,1,0,,0,0.0,2023
663,Germany,Male,32.0,8,130627.66,1,1,0,,1,3.36,2023
696,Germany,Male,38.0,6,142316.14,1,1,1,,0,2.52,2023
767,Spain,Male,31.0,6,0.0,2,1,1,,0,2.52,2023
561,France,Male,56.0,7,152759.0,2,1,0,,1,2.94,2023
350,Germany,Male,39.0,0,109733.2,2,0,0,,1,0.0,2023
706,France,Male,54.0,9,117444.51,1,1,1,,0,3.78,2023
737,France,Male,36.0,9,0.0,1,0,1,,1,3.78,2023
698,Spain,Male,38.0,10,95010.92,1,1,1,,0,4.2,2023
705,France,Male,61.0,4,0.0,2,1,1,,0,1.68,2023
684,France,Male,34.0,9,0.0,2,1,1,,0,3.78,2023
481,France,Male,44.0,9,175303.06,1,1,0,,1,3.78,2023
731,Spain,Male,25.0,8,96950.21,1,1,0,,0,3.36,2023
607,France,Male,45.0,7,123859.6,1,0,1,,0,2.94,2023
656,France,Male,36.0,8,97786.08,2,0,1,,0,3.36,2023
652,Germany,Male,33.0,7,128135.99,1,1,0,,0,2.94,2023
624,Spain,Male,33.0,6,0.0,2,0,0,,0,2.52,2023
634,Spain,Male,36.0,2,85996.19,1,1,0,,0,0.84,2023
529,Spain,Male,35.0,5,95772.97,1,1,1,,0,2.1,2023
572,Spain,Male,31.0,5,98108.79,1,0,1,,0,2.1,2023
640,Germany,Male,39.0,9,131607.28,4,0,1,,1,3.78,2023
770,Spain,Male,55.0,9,63127.41,2,1,0,,1,3.78,2023
648,Spain,Male,35.0,7,0.0,2,1,1,,0,2.94,2023
579,France,Male,31.0,9,0.0,1,0,1,,0,3.78,2023
831,France,Male,,2,0.0,2,0,1,,0,0.84,2023
790,Germany,Male,24.0,7,107418.27,1,0,1,,0,2.94,2023
656,France,Male,35.0,6,0.0,2,1,0,,0,2.52,2023
563,Spain,Male,32.0,6,0.0,2,1,1,,0,2.52,2023
667,Spain,Male,39.0,7,167557.12,1,1,1,,0,2.94,2023
613,Spain,Male,34.0,8,117300.02,1,1,0,,0,3.36,2023
429,France,Male,60.0,7,0.0,2,1,1,,0,2.94,2023
731,France,Male,33.0,4,0.0,2,1,1,,0,1.68,2023
488,France,Male,34.0,3,0.0,2,1,1,,0,1.26,2023
796,Spain,Male,67.0,5,0.0,2,0,1,,0,2.1,2023
752,Spain,Male,36.0,2,0.0,2,1,1,,0,0.84,2023
535,Germany,Male,20.0,9,134874.4,1,1,1,,0,3.78,2023
617,Spain,Male,42.0,0,70105.87,1,1,1,,0,0.0,2023
595,France,Male,41.0,9,0.0,2,1,0,,0,3.78,2023
757,Germany,Male,30.0,6,105128.85,2,1,1,,0,2.52,2023
746,Spain,Male,31.0,2,113836.27,1,1,1,,0,0.84,2023
503,Spain,Male,25.0,7,0.0,1,0,1,,0,2.94,2023
543,Germany,Male,48.0,1,100900.5,1,0,0,,1,0.42,2023
618,France,Male,56.0,7,0.0,1,1,1,,1,2.94,2023
625,France,Male,36.0,9,108546.16,3,1,0,,1,3.78,2023
717,France,Male,36.0,2,148061.89,1,1,0,,1,0.84,2023
667,France,Male,44.0,8,122277.87,1,1,1,,0,3.36,2023
804,France,Male,24.0,3,0.0,2,1,0,,0,1.26,2023
693,France,Male,31.0,1,0.0,2,0,1,,0,0.42,2023
729,Germany,Male,36.0,8,152899.24,2,1,0,,0,3.36,2023
484,Germany,Male,54.0,3,134388.11,1,0,0,,1,1.26,2023
536,Germany,Male,23.0,6,92366.72,2,1,0,,0,2.52,2023
666,Germany,Male,74.0,7,105102.5,1,1,1,,0,2.94,2023
726,Germany,Male,30.0,5,111375.32,2,1,0,,0,2.1,2023
523,France,Male,39.0,3,0.0,2,1,0,,0,1.26,2023
701,France,Male,30.0,3,156660.72,2,1,0,,0,1.26,2023
518,France,Male,38.0,3,90957.81,1,0,1,,0,1.26,2023
739,France,Male,37.0,7,104960.46,1,0,1,,0,2.94,2023
452,Spain,Male,44.0,3,88915.85,1,1,0,,0,1.26,2023
684,France,Male,45.0,6,148071.39,1,1,0,,0,2.52,2023
728,Germany,Male,39.0,6,152182.83,1,0,0,,0,2.52,2023
783,Spain,Male,39.0,9,0.0,2,1,0,,0,3.78,2023
734,France,Male,22.0,5,130056.23,1,0,0,,1,2.1,2023
648,Germany,Male,34.0,3,95039.73,2,1,1,,0,1.26,2023
688,France,Male,52.0,1,0.0,2,1,1,,0,0.42,2023
680,Spain,Male,35.0,9,0.0,2,0,0,,0,3.78,2023
604,France,Male,53.0,8,144453.75,1,1,0,,1,3.36,2023
624,Germany,Male,27.0,9,94667.29,2,0,1,,0,3.78,2023
623,France,Male,21.0,10,0.0,2,0,1,,0,4.2,2023
624,Spain,Male,51.0,5,174397.21,2,1,1,,0,2.1,2023
565,France,Male,55.0,4,118803.35,2,1,1,,1,1.68,2023
710,France,Male,54.0,6,171137.62,1,1,1,,1,2.52,2023
645,France,Male,42.0,6,0.0,1,0,0,,0,2.52,2023
707,France,Male,33.0,8,136678.52,1,1,0,,0,3.36,2023
578,Germany,Male,34.0,8,147487.23,2,1,0,,0,3.36,2023
559,Spain,Male,25.0,5,0.0,2,1,1,,0,2.1,2023
582,Spain,Male,26.0,4,65848.36,2,1,0,,0,1.68,2023
693,France,Male,41.0,4,0.0,2,0,0,,0,1.68,2023
717,Spain,Male,35.0,1,0.0,3,0,0,,1,0.42,2023
494,Germany,Male,37.0,5,107106.33,2,1,0,,0,2.1,2023
644,France,Male,33.0,8,0.0,2,1,1,,0,3.36,2023
667,France,Male,28.0,6,165798.1,1,1,0,,0,2.52,2023
738,France,Male,54.0,4,0.0,1,0,1,,1,1.68,2023
695,Spain,Male,28.0,0,96020.86,1,1,1,,0,0.0,2023
841,Spain,Male,41.0,1,0.0,2,0,1,,0,0.42,2023
626,Germany,Male,36.0,2,181671.16,2,1,1,,0,0.84,2023
824,Germany,Male,60.0,8,134250.17,3,0,0,,1,3.36,2023
534,France,Male,62.0,2,0.0,2,0,0,,1,0.84,2023
603,France,Male,43.0,5,127823.93,1,1,1,,0,2.1,2023
633,Germany,Male,43.0,3,144164.29,1,1,1,,0,1.26,2023
842,France,Male,58.0,1,63492.94,1,1,1,,0,0.42,2023
601,France,Male,74.0,2,0.0,2,0,1,,0,0.84,2023
632,France,Male,41.0,0,106134.46,1,0,1,,0,0.0,2023
684,Germany,Male,29.0,8,127269.75,1,0,1,,0,3.36,2023
687,France,Male,39.0,7,0.0,2,1,0,,0,2.94,2023
639,France,Male,43.0,6,99610.92,2,1,0,,0,2.52,2023
729,Germany,Male,46.0,5,117837.43,1,1,0,,1,2.1,2023
570,France,Male,32.0,9,117337.54,2,0,1,,0,3.78,2023
841,France,Male,74.0,9,108131.53,1,0,1,,0,3.78,2023
705,Germany,Male,35.0,4,136496.12,2,1,0,,0,1.68,2023
553,France,Male,32.0,3,116324.53,1,1,0,,0,1.26,2023
696,France,Male,28.0,4,172646.82,1,1,1,,0,1.68,2023
691,Germany,Male,27.0,3,160358.68,2,1,0,,0,1.26,2023
706,France,Male,30.0,3,98415.37,1,1,1,,0,1.26,2023
501,Germany,Male,24.0,4,130806.42,2,1,0,,0,1.68,2023
601,France,Male,41.0,1,123971.16,1,0,1,,0,0.42,2023
634,France,Male,45.0,9,0.0,2,0,0,,0,3.78,2023
520,France,Male,33.0,4,156297.58,2,1,1,,0,1.68,2023
765,France,Male,51.0,3,123372.3,1,1,1,,0,1.26,2023
665,Spain,Male,41.0,8,0.0,2,1,0,,0,3.36,2023
709,Germany,Male,34.0,4,148375.19,2,1,1,,0,1.68,2023
782,Spain,Male,34.0,6,147422.44,1,0,1,,0,2.52,2023
621,France,Male,47.0,0,0.0,1,1,1,,1,0.0,2023
723,France,Male,34.0,5,0.0,2,0,1,,0,2.1,2023
487,France,Male,45.0,2,0.0,2,1,0,,0,0.84,2023
520,Germany,Male,34.0,8,120018.86,2,1,1,,0,3.36,2023
549,France,Male,37.0,2,112541.54,2,0,0,,0,0.84,2023
689,Germany,Male,26.0,4,120727.97,1,0,1,,0,1.68,2023
850,France,Male,63.0,8,169832.57,1,0,0,,1,3.36,2023
747,France,Male,41.0,5,0.0,2,1,1,,0,2.1,2023
469,Germany,Male,38.0,9,113599.42,1,0,0,,0,3.78,2023
539,Spain,Male,38.0,6,0.0,1,1,1,,1,2.52,2023
743,France,Male,32.0,9,0.0,2,1,0,,0,3.78,2023
707,France,Male,47.0,3,0.0,2,1,0,,0,1.26,2023
737,Spain,Male,38.0,6,146282.79,2,1,0,,0,2.52,2023
765,France,Male,44.0,6,0.0,2,1,1,,0,2.52,2023
626,France,Male,33.0,8,0.0,2,1,0,,0,3.36,2023
545,Germany,Male,37.0,9,110483.86,1,1,1,,0,3.78,2023
744,France,Male,31.0,9,120718.28,1,1,1,,0,3.78,2023
629,Germany,Male,28.0,8,108601.0,1,1,1,,0,3.36,2023
743,France,Male,36.0,4,0.0,2,1,1,,0,1.68,2023
661,Germany,Male,44.0,1,141136.62,1,1,0,,1,0.42,2023
710,Germany,Male,45.0,9,108231.37,1,1,1,,0,3.78,2023
654,France,Male,40.0,6,0.0,1,0,0,,1,2.52,2023
640,France,Male,63.0,2,68432.45,2,1,1,,1,0.84,2023
562,France,Male,45.0,6,136855.24,1,1,0,,0,2.52,2023
456,Germany,Male,32.0,9,133060.63,1,1,1,,0,3.78,2023
811,Spain,Male,39.0,7,0.0,2,1,1,,0,2.94,2023
534,France,Male,24.0,1,0.0,1,1,1,,0,0.42,2023
594,Germany,Male,28.0,5,185013.02,1,1,0,,0,2.1,2023
667,Spain,Male,39.0,9,0.0,2,1,0,,0,3.78,2023
655,Spain,Male,38.0,3,250898.09,3,0,1,,1,1.26,2023
555,France,Male,55.0,4,146798.81,1,1,1,,0,1.68,2023
531,Spain,Male,70.0,1,0.0,2,0,0,,0,0.42,2023
531,Spain,Male,37.0,1,143407.29,2,0,1,,0,0.42,2023
548,France,Male,57.0,6,76165.65,1,1,1,,0,2.52,2023
759,France,Male,40.0,4,0.0,2,1,0,,0,1.68,2023
594,France,Male,61.0,3,62391.22,1,1,1,,0,1.26,2023
768,France,Male,42.0,5,0.0,3,0,0,,0,2.1,2023
593,Germany,Male,74.0,5,161434.36,2,1,1,,0,2.1,2023
596,Spain,Male,41.0,5,0.0,2,0,1,,0,2.1,2023
642,France,Male,25.0,7,0.0,2,1,0,,0,2.94,2023
738,Germany,Male,35.0,6,101744.84,1,0,0,,0,2.52,2023
732,Spain,Male,33.0,8,0.0,1,1,0,,0,3.36,2023
701,France,Male,44.0,7,0.0,2,1,0,,0,2.94,2023
683,France,Male,31.0,2,0.0,2,0,1,,0,0.84,2023
690,France,Male,29.0,5,0.0,2,1,0,,0,2.1,2023
671,France,Male,30.0,2,0.0,1,0,1,,0,0.84,2023
704,France,Male,32.0,7,127785.17,4,0,0,,1,2.94,2023
710,Germany,Male,34.0,9,134260.36,2,1,0,,0,3.78,2023
743,France,Male,37.0,8,69143.91,2,0,1,,0,3.36,2023
702,France,Male,34.0,4,100054.77,1,1,0,,0,1.68,2023
614,France,Male,38.0,2,116248.88,1,1,0,,0,0.84,2023
713,France,Male,44.0,1,63438.91,1,1,0,,0,0.42,2023
736,Germany,Male,57.0,9,95295.39,1,1,0,,1,3.78,2023
727,France,Male,18.0,4,133550.67,1,1,1,,0,1.68,2023
718,Spain,Male,45.0,3,105266.32,2,1,1,,0,1.26,2023
653,France,Male,41.0,8,102768.42,1,1,0,,0,3.36,2023
674,France,Male,18.0,7,0.0,2,1,1,,1,2.94,2023
690,France,Male,35.0,6,112689.95,1,1,0,,0,2.52,2023
819,France,Male,38.0,9,122334.26,2,1,1,,0,3.78,2023
634,Spain,Male,34.0,1,0.0,2,1,0,,0,0.42,2023
633,Spain,Male,33.0,4,137847.41,2,1,0,,0,1.68,2023
850,France,Male,49.0,5,122486.47,1,0,1,,0,2.1,2023
665,France,Male,33.0,2,101286.11,1,1,1,,0,0.84,2023
630,Spain,Male,26.0,7,0.0,2,1,1,,0,2.94,2023
836,Spain,Male,57.0,4,101247.06,1,1,0,,1,1.68,2023
668,France,Male,38.0,10,86977.96,1,0,1,,0,4.2,2023
753,France,Male,57.0,7,0.0,1,1,0,,1,2.94,2023
693,France,Male,36.0,8,178111.82,1,0,0,,1,3.36,2023
606,Germany,Male,65.0,10,126306.64,3,0,0,,1,4.2,2023
608,France,Male,42.0,5,0.0,2,1,0,,0,2.1,2023
683,France,Male,72.0,3,140997.26,1,0,1,,0,1.26,2023
727,France,Male,28.0,5,0.0,2,0,1,,0,2.1,2023
561,Germany,Male,32.0,6,166824.59,1,1,0,,0,2.52,2023
605,France,Male,35.0,6,0.0,2,1,1,,0,2.52,2023
767,Spain,Male,77.0,8,149083.7,1,1,1,,0,3.36,2023
511,France,Male,33.0,7,0.0,2,0,1,,0,2.94,2023
667,France,Male,40.0,9,0.0,1,1,1,,0,3.78,2023
787,France,Male,33.0,1,126588.81,2,0,1,,0,0.42,2023
773,Germany,Male,43.0,8,81844.91,2,1,1,,0,3.36,2023
554,France,Male,40.0,4,0.0,1,0,1,,0,1.68,2023
526,Germany,Male,58.0,9,190298.89,2,1,1,,0,3.78,2023
661,Germany,Male,35.0,2,117212.18,1,1,1,,0,0.84,2023
646,France,Male,26.0,4,139848.17,1,1,0,,0,1.68,2023
699,Spain,Male,35.0,2,167455.66,2,1,1,,0,0.84,2023
745,Spain,Male,40.0,3,88466.82,1,0,0,,0,1.26,2023
665,Spain,Male,38.0,9,0.0,1,0,1,,0,3.78,2023
713,France,Male,38.0,9,72286.84,2,1,1,,0,3.78,2023
739,Spain,Male,40.0,1,109681.61,1,1,1,,0,0.42,2023
556,Germany,Male,37.0,9,145018.64,2,1,0,,1,3.78,2023
699,Spain,Male,34.0,8,0.0,1,1,1,,0,3.36,2023
480,France,Male,35.0,2,165692.91,1,1,1,,0,0.84,2023
845,France,Male,33.0,8,164385.53,1,1,0,,0,3.36,2023
613,France,Male,37.0,9,108286.5,1,1,1,,0,3.78,2023
773,Germany,Male,47.0,2,118079.47,4,1,1,,1,0.84,2023
614,Spain,Male,35.0,2,127283.78,1,1,1,,0,0.84,2023
473,Spain,Male,48.0,8,0.0,2,1,0,,0,3.36,2023
762,France,Male,29.0,6,141389.06,1,1,0,,0,2.52,2023
701,France,Male,37.0,8,130091.5,1,1,1,,0,3.36,2023
600,France,Male,35.0,4,143744.77,2,1,0,,0,1.68,2023
850,Spain,Male,28.0,9,97408.03,1,1,1,,0,3.78,2023
613,Spain,Male,30.0,9,111927.45,1,1,1,,0,3.78,2023
509,France,Male,31.0,3,0.0,2,1,0,,0,1.26,2023
509,Spain,Male,38.0,2,0.0,1,0,0,,0,0.84,2023
609,France,Male,34.0,1,0.0,1,1,1,,0,0.42,2023
663,Spain,Male,33.0,9,0.0,2,0,0,,0,3.78,2023
717,France,Male,40.0,0,98241.04,1,1,0,,0,0.0,2023
493,France,Male,36.0,9,0.0,2,1,1,,0,3.78,2023
666,Spain,Male,35.0,2,104832.49,1,1,0,,0,0.84,2023
711,Germany,Male,43.0,2,39043.29,2,1,1,,0,0.84,2023
722,France,Male,34.0,8,0.0,2,1,1,,0,3.36,2023
631,Spain,Male,55.0,9,99685.06,1,1,0,,0,3.78,2023
701,Germany,Male,38.0,3,125385.49,2,0,1,,0,1.26,2023
790,Spain,Male,46.0,2,131365.37,2,1,1,,0,0.84,2023
633,Spain,Male,58.0,6,98308.51,1,1,1,,0,2.52,2023
757,Spain,Male,44.0,5,140856.16,2,1,0,,0,2.1,2023
746,France,Male,35.0,2,172274.01,1,1,0,,0,0.84,2023
649,Spain,Male,36.0,8,0.0,2,1,0,,0,3.36,2023
565,Spain,Male,38.0,0,122447.76,1,0,0,,0,0.0,2023
632,Germany,Male,41.0,3,126550.7,1,0,0,,1,1.26,2023
835,France,Male,28.0,2,163569.61,2,1,1,,0,0.84,2023
681,Germany,Male,42.0,3,118199.97,2,1,0,,1,1.26,2023
756,Spain,Male,38.0,6,119208.85,1,1,0,,1,2.52,2023
762,France,Male,35.0,9,0.0,2,1,1,,0,3.78,2023
706,Spain,Male,20.0,8,0.0,2,1,1,,0,3.36,2023
679,France,Male,36.0,6,147733.64,1,0,1,,0,2.52,2023
478,Spain,Male,43.0,1,0.0,2,1,1,,0,0.42,2023
696,France,Male,33.0,2,163139.27,1,1,1,,0,0.84,2023
576,France,Male,55.0,9,0.0,2,1,1,,0,3.78,2023
572,France,Male,43.0,2,140431.98,1,1,0,,1,0.84,2023
425,France,Male,39.0,4,0.0,2,1,0,,0,1.68,2023
665,Germany,Male,25.0,5,153611.83,2,1,0,,0,2.1,2023
745,Spain,Male,34.0,9,0.0,2,1,0,,0,3.78,2023
732,France,Male,36.0,7,0.0,2,1,1,,0,2.94,2023
572,France,Male,37.0,1,133043.66,1,0,0,,0,0.42,2023
702,France,Male,45.0,9,74989.58,1,1,1,,0,3.78,2023
664,Germany,Male,39.0,7,60263.23,1,1,0,,0,2.94,2023
630,Germany,Male,50.0,3,129370.91,4,1,1,,1,1.26,2023
618,Germany,Male,44.0,5,157955.83,2,0,0,,0,2.1,2023
556,France,Male,26.0,4,0.0,1,1,0,,0,1.68,2023
644,France,Male,48.0,8,0.0,2,0,1,,1,3.36,2023
658,Spain,Male,50.0,2,0.0,2,1,0,,0,0.84,2023
598,Spain,Male,27.0,8,90721.52,2,1,0,,0,3.36,2023
677,France,Male,27.0,2,0.0,2,1,1,,0,0.84,2023
591,France,Male,33.0,9,131765.72,1,1,0,,0,3.78,2023
699,France,Male,40.0,7,0.0,1,0,1,,1,2.94,2023
749,Germany,Male,47.0,9,110022.74,1,0,1,,1,3.78,2023
607,Germany,Male,61.0,2,164523.5,2,1,1,,0,0.84,2023
714,Spain,Male,45.0,0,124693.48,1,0,1,,0,0.0,2023
582,France,Male,29.0,0,0.0,1,1,0,,0,0.0,2023
610,Germany,Male,57.0,6,106938.11,2,0,1,,0,2.52,2023
599,Germany,Male,46.0,9,123444.72,1,1,1,,1,3.78,2023
781,France,Male,32.0,6,147107.91,1,1,1,,0,2.52,2023
645,France,Male,19.0,9,128514.84,1,0,0,,0,3.78,2023
672,Spain,Male,33.0,2,0.0,2,1,1,,0,0.84,2023
545,Germany,Male,45.0,6,93796.42,2,1,1,,0,2.52,2023
583,France,Male,51.0,6,125268.03,2,1,0,,0,2.52,2023
762,Spain,Male,29.0,10,115545.33,2,1,0,,0,4.2,2023
648,Spain,Male,35.0,7,0.0,2,0,0,,0,2.94,2023
644,France,Male,30.0,5,44928.88,1,1,1,,0,2.1,2023
706,Spain,Male,29.0,2,0.0,2,1,1,,0,0.84,2023
850,France,Male,35.0,3,162442.35,1,1,0,,0,1.26,2023
508,Germany,Male,28.0,0,96213.82,2,1,0,,0,0.0,2023
484,Spain,Male,36.0,8,0.0,2,1,0,,0,3.36,2023
640,France,Male,33.0,7,154575.76,1,1,0,,1,2.94,2023
537,France,Male,37.0,3,0.0,2,1,1,,0,1.26,2023
651,Germany,Male,26.0,5,147037.32,1,0,0,,0,2.1,2023
523,Germany,Male,41.0,0,119276.31,1,0,0,,1,0.0,2023
593,Spain,Male,44.0,5,0.0,1,1,0,,0,2.1,2023
706,Germany,Male,38.0,5,163034.82,2,1,1,,0,2.1,2023
794,Spain,Male,38.0,9,179581.31,1,1,0,,0,3.78,2023
518,Germany,Male,46.0,4,113625.93,1,0,0,,1,1.68,2023
589,Germany,Male,55.0,7,119961.48,1,1,0,,1,2.94,2023
824,France,Male,45.0,3,129209.48,1,0,0,,0,1.26,2023
651,France,Male,35.0,7,74623.5,3,1,0,,1,2.94,2023
731,Germany,Male,35.0,2,127862.93,2,1,0,,0,0.84,2023
669,France,Male,43.0,1,163159.85,1,0,1,,0,0.42,2023
663,Germany,Male,32.0,3,108586.86,1,1,1,,0,1.26,2023
709,Germany,Male,45.0,4,122917.71,1,1,1,,1,1.68,2023
701,Germany,Male,32.0,5,102500.34,1,0,0,,0,2.1,2023
672,France,Male,34.0,9,0.0,2,1,0,,0,3.78,2023
620,Germany,Male,39.0,9,159492.79,1,1,0,,1,3.78,2023
557,Spain,Male,48.0,10,0.0,2,1,1,,0,4.2,2023
616,France,Male,31.0,3,94263.91,2,1,0,,0,1.26,2023
639,Spain,Male,29.0,4,133434.57,2,1,0,,0,1.68,2023
786,Spain,Male,31.0,9,0.0,2,1,1,,0,3.78,2023
549,France,Male,50.0,9,94748.76,2,0,1,,0,3.78,2023
624,France,Male,26.0,9,74681.9,2,0,0,,0,3.78,2023
841,France,Male,34.0,4,0.0,2,1,0,,0,1.68,2023
676,France,Male,30.0,1,128207.23,1,1,1,,0,0.42,2023
697,France,Male,42.0,9,132739.26,2,0,0,,0,3.78,2023
623,France,Male,27.0,4,120509.81,1,0,0,,0,1.68,2023
541,France,Male,46.0,4,124547.13,2,1,0,,0,1.68,2023
762,Germany,Male,34.0,4,88815.56,2,1,0,,1,1.68,2023
602,Germany,Male,32.0,7,184715.86,2,1,0,,0,2.94,2023
850,France,Male,31.0,3,0.0,2,1,0,,0,1.26,2023
649,Spain,Male,51.0,4,0.0,1,1,1,,0,1.68,2023
850,Germany,Male,28.0,4,147972.19,1,1,0,,1,1.68,2023
543,France,Male,43.0,9,0.0,2,1,1,,0,3.78,2023
672,France,Male,52.0,8,170008.84,1,0,0,,1,3.36,2023
541,Germany,Male,51.0,7,90373.28,2,1,0,,0,2.94,2023
711,Germany,Male,34.0,4,133467.77,2,1,1,,0,1.68,2023
630,Spain,Male,30.0,3,0.0,2,0,1,,0,1.26,2023
531,France,Male,31.0,3,96288.26,1,1,0,,0,1.26,2023
631,Germany,Male,37.0,8,138292.64,2,0,0,,1,3.36,2023
685,France,Male,35.0,9,0.0,1,1,0,,0,3.78,2023
702,Spain,Male,32.0,8,71667.74,1,1,1,,0,3.36,2023
653,Spain,Male,55.0,7,0.0,2,1,1,,0,2.94,2023
654,Germany,Male,37.0,2,145610.07,2,0,0,,0,0.84,2023
754,France,Male,38.0,2,0.0,2,1,0,,0,0.84,2023
706,France,Male,32.0,6,94486.47,1,1,1,,0,2.52,2023
850,France,Male,46.0,9,117640.39,1,1,0,,0,3.78,2023
614,France,Male,40.0,6,0.0,1,1,1,,1,2.52,2023
573,France,Male,31.0,2,0.0,2,1,1,,0,0.84,2023
524,France,Male,40.0,2,180516.9,1,1,0,,0,0.84,2023
816,France,Male,31.0,8,0.0,2,1,1,,0,3.36,2023
540,France,Male,22.0,4,0.0,3,1,1,,1,1.68,2023
537,Germany,Male,39.0,3,135309.36,1,1,0,,1,1.26,2023
608,Germany,Male,42.0,8,131390.75,2,1,0,,0,3.36,2023
704,Spain,Male,37.0,4,0.0,2,0,0,,0,1.68,2023
581,France,Male,41.0,8,0.0,2,0,0,,0,3.36,2023
701,Spain,Male,59.0,7,0.0,2,0,1,,0,2.94,2023
735,Spain,Male,29.0,10,0.0,2,1,1,,0,4.2,2023
560,France,Male,57.0,0,0.0,2,0,1,,0,0.0,2023
758,France,Male,51.0,8,81710.46,1,1,1,,0,3.36,2023
621,France,Male,26.0,2,75237.54,1,0,1,,0,0.84,2023
764,Germany,Male,28.0,10,124023.18,1,1,0,,0,4.2,2023
555,France,Male,24.0,5,0.0,2,1,0,,0,2.1,2023
661,France,Male,47.0,5,0.0,1,0,1,,1,2.1,2023
513,Spain,Male,88.0,10,0.0,2,1,1,,0,4.2,2023
576,France,Male,63.0,9,70655.48,1,0,0,,1,3.78,2023
660,Germany,Male,41.0,1,129901.21,1,1,0,,1,0.42,2023
637,France,Male,40.0,8,125470.81,1,1,1,,0,3.36,2023
629,France,Male,32.0,2,0.0,2,0,1,,0,0.84,2023
583,Germany,Male,40.0,4,107041.3,1,1,1,,0,1.68,2023
516,Germany,Male,32.0,3,145166.09,2,0,0,,0,1.26,2023
700,France,Male,38.0,9,65962.63,1,1,1,,0,3.78,2023
727,Germany,Male,36.0,6,140418.81,1,1,1,,1,2.52,2023
626,Germany,Male,49.0,9,171787.84,2,1,0,,0,3.78,2023
686,France,Male,38.0,6,149238.97,1,1,1,,0,2.52,2023
627,France,Male,32.0,10,0.0,2,1,0,,0,4.2,2023
638,Germany,Male,37.0,2,89728.86,2,1,1,,0,0.84,2023
567,Spain,Male,40.0,4,118628.8,1,0,0,,0,1.68,2023
750,France,Male,37.0,3,0.0,2,1,0,,0,1.26,2023
850,France,Male,39.0,6,96863.13,1,1,1,,0,2.52,2023
714,France,Male,28.0,6,122724.37,1,1,1,,0,2.52,2023
782,Spain,Male,23.0,10,98052.66,1,1,1,,0,4.2,2023
666,France,Male,46.0,5,123873.19,1,1,1,,0,2.1,2023
613,France,Male,20.0,3,0.0,2,1,1,,0,1.26,2023
718,France,Male,37.0,8,0.0,2,1,1,,0,3.36,2023
711,France,Male,38.0,10,0.0,2,0,0,,0,4.2,2023
527,France,Male,32.0,0,0.0,1,1,0,,0,0.0,2023
695,Spain,Male,44.0,8,0.0,2,1,1,,0,3.36,2023
653,France,Male,33.0,1,0.0,2,0,0,,0,0.42,2023
677,France,Male,46.0,2,57037.74,1,1,1,,0,0.84,2023
734,France,Male,51.0,1,118537.47,1,1,1,,0,0.42,2023
666,France,Male,39.0,10,0.0,2,1,0,,0,4.2,2023
564,France,Male,40.0,4,0.0,1,1,0,,1,1.68,2023
592,Germany,Male,36.0,2,104702.65,2,1,0,,0,0.84,2023
498,Germany,Male,61.0,7,102453.26,1,1,0,,1,2.94,2023
638,Germany,Male,25.0,4,148045.45,2,1,1,,0,1.68,2023
558,France,Male,35.0,1,0.0,2,0,0,,0,0.42,2023
782,Spain,Male,52.0,4,0.0,1,1,1,,1,1.68,2023
505,France,Male,34.0,10,104498.79,1,0,1,,0,4.2,2023
801,France,Male,42.0,6,0.0,2,1,1,,0,2.52,2023
604,France,Male,26.0,8,149542.52,2,0,1,,0,3.36,2023
607,Germany,Male,47.0,4,148826.32,1,1,1,,0,1.68,2023
606,France,Male,61.0,5,108166.09,2,0,1,,0,2.1,2023
